pair_id,gloss,pkd,branch_attestation_count,attested_branches,lexibank_concept_id,lexibank_concept_name,lexibank_concepticon_gloss,lexibank_tai_kadai_language_count,lexibank_austronesian_language_count,lexibank_sample_forms,low_branch_attestation,low_lexibank_attestation,coverage_gap,unjustified_pkd,unjustified_pan,included_in_permutation_test,attestation_score,attestation_score_reasoning,pan_attestation_score,pan_attestation_score_reasoning,cherry_pick_risk
093_sky,sky,*C-bu1n,5,"PT,PH,POB,PKS,LAK",sky,SKY,SKY,60,907,Sandong:ʔbən¹ | Zhonghe:ʔu¹ ʔbən¹ | Tangzhou:ʔmən¹ | Tingpai:ʔbən¹ | Antang:ʔbən¹,0,0,0,0,0,1,4,"The PKD form *C-bu1n is robustly reflected across many Northern and Central Tai varieties with limited variation in the initial and vowel (mostly ʔbən, ᵐbən, bən, etc.), and Buyang and other Kam-Sui forms also support a similar shape. However, Southwestern Tai (e.g., Thai, Shan, Zhuang) uses a different root (fa:, pha:), and some Kam, Hlai, and Kelao forms do not match. The score is high due to broad coverage and regularity in the core branches, but not perfect given the divergent innovations in Southwestern Tai and outlier branches.",2,"The proposed PAN *Rabun is not directly supported by any major Formosan form, and the widespread 'langit' set in Malayo-Polynesian and outliers in Oceanic indicate a different etymon is inherited across much of Austronesian. Secondary clusters (e.g., kawas, karac) in Formosan do not support *Rabun, nor does the main Oceanic evidence. Overall, reflexes do not match the shape or phonology of the proposed reconstruction.",1
094_snot,snot,*muːk,3,"PT,POB,PKS",nasalmucussnot,NASAL MUCUS (SNOT),NASAL MUCUS (SNOT),41,15,Sandong:muk⁸ | Zhonghe:muk⁸ | Tangzhou:muk⁸ | Tingpai:muk⁸ | Antang:muk⁸,0,0,0,0,0,1,5,"The PKD *muːk is exceptionally well supported: almost every major Tai and Kam-Sui group reflects 'muk-type' forms for 'snot', with regular minor vowel changes. The only exceptions are the more divergent languages (Nung-Fengshan, Lakkia, Hlai, Buyang, Kelao) which have replaced or compounded forms. The dominance and regularity of the muk forms merits the highest attestation score.",3,"The reflex in Bahasa Indonesia ('ingus') supports the proposed *ŋuSuR, but the small Western MP sample otherwise is inconclusive or divergent, and most Oceanic forms derive from unrelated roots. Support is moderate but limited to a single major language, with the rest of the evidence largely unsupportive or uninformative for this reconstruction.",0
095_sour,sour,*qas[a/ə]m,6,"PT,PH,POB,PK,PKS,LAK",sour,SOUR,SOUR,60,11,Sandong:hum³ | Zhonghe:hum³ | Tangzhou:hum³ | Tingpai:hum³ | Antang:hum³,0,0,0,0,1,0,4,"A strong cluster around sV(m) supports the PKD *qas[a/ə]m and PT *sɤm, with the vast majority of Tai and northern Kadai branches showing reflexes in line with this. Divergent forms in Kam-Sui and peripheral branches lower the score from perfect, as they suggest either secondary developments or replacement, but the etymon is robustly supported in the core Tai area.",1,"The proposed PAN form *qa(R)səm is not supported by the sampled lexemes for 'sour.' All attested forms across Formosan, Oceanic, and Western MP are morphologically and phonologically distant from the proposed root. There is no systematic reflex or shape similarity to *qa(R)səm, and the forms themselves display a high degree of diversity, implying several sources or much innovation in this semantic domain.",1
096_stand,stand,*CV-ɟuːn,5,"PT,PH,POB,PKS,LAK",stand,STAND,STAND,57,915,Luzhai Sipai:soŋ²³¹ | Luzhai Luzhai:θɔŋ²³¹ | Xiangzhou Dale:sɔŋ²³¹ | Xiangzhou Yunjiang:θɔŋ²³¹ | Wuxuan Huangmao:sɔŋ²³¹,0,0,0,0,0,1,3,"The PKD *CV-ɟuːn is well reflected as 'jɨːn/jun/jin' in several Thai and Central Tai areas, as expected from *ɟuːn. However, the numerous sɔŋ/θɔŋ forms in northern Zhuang (possibly from another root or innovation) and divergence into c-, t-, or z-initials in Hlai, Kam-Sui, and Mulam branches indicate significant replacement or contamination. Support is moderate; while the etymon is maintained across Thai and some adjacent forms, the match is less consistent across the entire family.",4,"There is strong cross-clade support for *diRi as PAN 'stand', especially via forms with -ri-, -ir-, -rir-, -riŋ, and -tu- or -tindog, which are pervasive in Western MP, major Formosan branches, and Oceanic. The diversity in SHWNG and some Formosan languages suggests retentions of alternate roots, replacements, or analogical formations, but the basic correspondence pattern fits *diRi very well. The high frequency, wide distribution, and relatively low innovation suggest a robust reconstruction, just short of perfect due to some divergent forms.",0
097_star,star,*adaːw,6,"PT,PH,POB,PK,PKS,LAK",star,STAR,STAR,73,957,Sandong:zət⁷ | Zhonghe:zət⁷ | Tangzhou:zət⁷ | Tingpai:zət⁷ | Antang:zət⁷,0,0,0,0,1,0,4,"The PKD *adaːw is well-supported by forms in Southwestern Tai (da:w, da:u, etc.), Northern Tai, Hlai (ra:u), and appears in Buyang and other branches as la:w or similar. However, the dominant form in several Kam-Sui languages (zət/ćət) is quite different and does not transparently reflect *adaːw, possibly representing a different etymon. The PKD form is therefore strongly but not universally supported across all branches.",1,"There is no clear or regular reflex of *qajaw 'star' in any major branch: Formosan, Western Malayo-Polynesian, SHWNG, and Oceanic forms overwhelmingly point instead to roots like *bituqan, *bintan or similar. The closest are some Rukai and possibly some SHWNG forms, but these are isolated and not obviously related. The attested data strongly contradicts the *qajaw reconstruction, with major branches clustering around quite different etyma.",1
098_steal,steal,*C̬ilakᴰ,6,"PT,PH,POB,PK,PKS,LAK",steal,STEAL,STEAL,59,745,Sandong:ljak⁷ | Zhonghe:ljak⁷ | Tangzhou:ljak⁷ | Tingpai:ljak⁷ | Antang:ljak⁷,0,0,0,0,0,1,5,"The PKD *C̬ilakᴰ is almost perfectly reflected in all major Tai branches and Kam-Sui, showing regular reflexes in both initial and rime. A few divergent forms exist in Hlai and Buyang, but the overwhelming majority of attested forms match the *-lak coda and expected initial, meaning the reconstruction is strongly supported.",5,"Reflexes of *Cakaw are robustly attested across Formosan languages (with some variation in initial consonant clusters/affixes), and show regular, widespread presence in Western Malayo-Polynesian (takaw, nakaw, etc.), supporting the PAN reconstruction. SHWNG has occasional matches (karau), though more innovation is seen. Oceanic mainly innovates but the vɪnɔɣi-type forms suggest a continuation. The root is among the best-attested Austronesian roots.",0
099_stomach,stomach,*amok,5,"PT,PH,PK,PKS,LAK",stomach,STOMACH,STOMACH,28,14,Central Thai:thɔ:ŋ.⁴ | Central Thai:kra.¹-pɔʔ.⁴ | Thai:thɔ́ɔŋ | Southern Tai (Songkhla variety):phuŋ.³ | Southern Tai (Songkhla variety):ka.³_phɔ.⁴,0,0,0,1,0,0,1,"Virtually all Tai (and Zhuang) forms point to a shape like toŋ/thɔŋ, aligning with PT *dwuːŋꟲ and not with *amok. Kra-Dai diversity exists, but there is no cluster of major branches supporting *amok. The PKD form is not supported by the majority of attested forms, but some minor Kam-Sui or Kra forms bear a distant resemblance.",2,"The attested forms cluster around several unrelated shapes: Oceanic shows a strong 'puku/pū' (not matching either reconstruction), while western MP forms are irregular and do not support either *biCuka or *tiaN systematically. Only a few western MP forms (e.g., Alor varieties) faintly recall *tiaN, but support is very patchy. There is no Formosan data in the sample, and the majority of forms do not fit the proposed reconstructions, so attestation is weak.",1
100_stone,stone,*ʈiːl,5,"PT,PH,POB,PKS,LAK",stone,STONE,STONE,44,956,Sandong:tin² | Zhonghe:tin² | Tangzhou:tin² | Tingpai:tin² | Antang:tin²,0,0,0,0,0,1,2,"The majority of attested forms, especially in Tai and Zhuang, are based on a shape with initial h/t/j/l/n and a -n coda, not matching *ʈiːl in the coda or in retroflexion. The Hlai (tshin/tshiŋ) forms show some support for retroflex/affricate onset, but the general Tai/Be/Zhuang evidence clusters around a different etymon. This PKD form may reflect a minor subgroup at best.",5,"The reflex of PAN *batu is extremely widespread and regular throughout Formosan, Western Malayo-Polynesian, and Oceanic (fatu/vatu). While SHWNG is more irregular, the high proportion of direct and systematic reflexes in primary clades constitutes strong support. Divergent forms are a clear minority, and *batu is among the best-attested PAN lexical roots.",1
101_sweet,sweet,*CV-waːl,6,"PT,PH,POB,PK,PKS,LAK",sweet,SWEET,SWEET,61,13,Sandong:ljen⁶ | Zhonghe:ljan⁶ | Tangzhou:ljən⁶ | Tingpai:ljan⁶ | Antang:ljən⁶,0,0,0,0,0,1,4,"The waːn-type forms are overwhelmingly present in the major Tai languages, aligning well with the PKD *waːl (expected *waːn for an original *-l), and supporting systematicity. However, non-wa:n forms (notably the ljan, faːn, tiəm clusters) show a secondary set of etyma in Kam-Sui and Sui, as well as sporadic innovations. Despite these, the primary waːn forms are too widespread and systematic to ignore, so the PKD reconstruction is strongly but not perfectly supported.",2,"Only a handful of forms (mostly outside Oceanic) weakly support *həmis, specifically Malagasy and Rotuman. The majority of Oceanic forms are decisively different in shape; the Formosan data also shows no support. The proposed reconstruction is weakly supported at best and may not be ancestral to most of the sampled forms.",1
102_tail,tail,*CV-cu1t,6,"PT,PH,POB,PK,PKS,LAK",tail,TAIL,TAIL,73,926,Sandong:hət⁸ | Zhonghe:hət⁸ | Tangzhou:xət⁸ | Tingpai:hət⁸ | Antang:hət⁸,0,0,0,0,0,1,2,"The attested reflexes in Tai almost universally display -ŋ (not -t), matching the PT *trwɤːŋ, rather than PKD *cu1t. Non-Tai branches (Hlai, Buyang, some Kam-Sui) do show -t/tʰ, lending partial support to PKD, but there is a striking mismatch with the Tai evidence. Because the Tai forms are so systematic and crucial for PKD, the actual attestation best fits a *-ŋ root, making the *cu1t reconstruction only poorly supported.",5,"The (k)ikuR etymon is well attested across all major clades, including several Formosan languages, numerous Western Malayo-Polynesian languages, and repeated in Oceanic. While many substitutions and replacements exist, the systematic presence of ik-/hiku-type forms across the phylogeny strongly supports the reconstruction. Some unrelated words are present, but the overall reflex pattern is robust.",1
103_taro,taro,*biRaːk,6,"PT,PH,POB,PK,PKS,LAK",taro,TARO,TARO,16,82,Sandong:ʔɣaːk⁷ | Zhonghe:ʔɣaːk⁷ | Tangzhou:ʔɣeːk⁷ | Tingpai:ʔɣaːk⁷ | Antang:ȶe⁴ hui²,0,0,0,0,1,0,2,"The PKD *biRaːk and PT *prɯəkᴰ do not align well with the attested forms, which center on ʔɣaːk or very different shapes like ȶe⁴ hui² or ku³ kui². The voiced or prenasalized stop + 'aːk' forms are absent. Only a couple forms with 'jaːk' marginally recall the PKD medial, but the clear majority forms show a very different onset and vocalism, lowering attestation support.",1,"The attested forms for 'taro' in this sample show no systematic resemblance to PAN *biRaq, neither in Western Malayo-Polynesian (which only has 'keladi') nor in the sampled Oceanic forms (which are highly diverse and do not cluster near *biRaq). There are also no Formosan or SHWNG reflexes to check for older retention, and the sampled forms indicate different sources. This root is therefore unsupported by the present evidence.",1
104_this,this,*niː,6,"PT,PH,POB,PK,PKS,LAK",this,THIS,THIS,46,763,Sandong:naːi⁶ | Zhonghe:naːi⁶ | Tangzhou:naːi⁶ | Tingpai:naːi⁶ | Antang:naːi⁶,0,0,0,0,0,1,5,"The PKD *niː is robustly supported across all major branches, with nearly all forms using a root naːi/nei/ni, matching the expected proto-shape. Deviant forms are few, and likely secondary innovations or demonstrative compounds. The PT *najꟲ matches perfectly. This is a strongly supported etymon.",5,"The reconstruction *-ni for 'this' is robustly supported across all major Austronesian clades. Many Formosan languages have forms with clear 'ni', WMP retains 'ini', 'kini', and similar, SHWNG has 'ni-', and Oceanic shows frequent 'ne', 'ni', 'nē'. Alternative forms exist but do not undermine the overwhelming support for *-ni as a productive demonstrative element. The evidence is exceptionally good.",0
105_three,three,*utuː,4,"PT,PH,PK,LAK",three,THREE,THREE,60,963,Sandong:haːm¹ | Zhonghe:haːm¹ | Tangzhou:haːm¹ | Tingpai:haːm¹ | Antang:haːm¹,0,0,0,0,0,1,2,"The overwhelming majority of attested forms in Tai and most Kra-Dai languages show a reflex of *saːm (or similar), matching the Proto-Tai *saːm and not the proposed PKD *utuː. Only Buyang and possibly some Kelao provide reflexes with a similar shape to *utuː, suggesting this may be a peripheral or specifically Kra innovation, not the best PKD root for the family as a whole.",5,"The root *təlu is robustly attested with regular reflexes across all major Austronesian clades, especially in Formosan, Western MP, SHWNG and Oceanic. The minor deviant forms are sporadic and can be explained by secondary changes, innovation, or borrowing. The reflexes overwhelmingly point to *təlu as the PAN form for 'three'.",1
106_tie_bundle,tie; bundle,*CV-ruːk,5,"PT,PH,POB,PKS,LAK",tie,TIE,TIE,45,152,Luzhai Sipai:tsʊk²² | Luzhai Sipai:taːu²³¹ | Luzhai Luzhai:tsok²² | Xiangzhou Dale:tɕok²² | Xiangzhou Yunjiang:tsok²²,0,0,0,1,0,0,1,"None of the major branches show reflexes consistent with *ruːk in initial or rime shape; most Tai forms cluster around 'phuːk' or 'mat', and Zhuang around 'phuk', with a minor pattern of 'tsok/tɕok' in some Southwestern Tai. The PKD *CV-ruːk is not supported by the widespread attested forms, and there is no evidence for 'r-' anywhere. At best, some marginal languages hint at a possible stop-vowel-stop root as in Buyang or Mulam, but the 'ruːk' root is unsupported.",2,"There is only weak and uneven support for the reconstructed PAN roots: Malagasy 'mamehy' and relatives could point to a derivative of *Sikət or a different root; isolated Formosan (bekuj) may possibly connect to *bəjbəj. Elsewhere, the forms are highly innovative, replaced, or borrowed, with no systematic pattern echoing the PAN reconstructions, especially outside Western MP. The overall pattern does not provide consistent cross-clade support.",1
107_to_fly,to fly,*CV-pil,5,"PT,PH,POB,PKS,LAK",flymovethroughair,FLY (MOVE THROUGH AIR),FLY (MOVE THROUGH AIR),72,924,Sandong:vjən³ | Zhonghe:vjən³ | Tangzhou:vjən³ | Tingpai:vjan³ | Antang:vjən³,0,0,0,0,0,1,3,"Most reflexes in Tai and Hlai (bin, vin, ben) show a nasal rhyme, not *-il, and the vowel is *i rather than *i/ɪ/e, with little support for *-l coda. Kam-Sui and Kra show substantially different onsets and rhymes. The PT *ɓilᴬ reconstruction is not directly reflected in any modern forms, which overwhelmingly favor -n codas over -l. The PKD shape is only weakly supported given this evidence.",3,"Support for *layap is fairly strong in several Philippine and Borneo-type Western MP languages, and there is at least some presence in Paiwan among Formosans; scattered SHWNG and Oceanic forms may be related, but many are not cognate or are heavily innovated. Many Formosan, SHWNG, and Oceanic forms show different roots, indicating considerable replacement or coincidence. The evidence is moderate and supports an attestation score of 3.",0
108_to_taste,to taste,*ɟim,2,"PT,PH",taste,TASTE,TASTE,1,1,Thai (Dialect Korat):ɾ̪ot̪_t̪s̪haat̪,0,1,1,1,1,0,1,"There is only one attested form available, and it is a compound unrelated in shape to the proposed PKD or PT forms (*ɟim). Without more data, and with a total lack of matching segments or structure, this reconstruction receives the lowest score.",1,"There is only a single attested form, and it does not match the proposed reconstruction *taɲam. No supporting reflexes are available, offering no evidence in favor of the PAN root.",1
109_tongue2,tongue2,*Səmaːᴬ,6,"PT,PH,POB,PK,PKS,LAK",tongue,TONGUE,TONGUE,73,964,Sandong:ma² | Zhonghe:ma² | Tangzhou:ma² | Tingpai:ma² | Antang:ma²,0,0,0,0,0,1,4,"There are two major sets of reflexes: one with ma- (mostly Kam-Sui and peripheral Kra-Dai) and one with lin- (widespread in Tai and some Hlai). The proposed PKD form *Səmaːᴬ is well reflected in Kam-Sui and some other subgroups, but the Tai forms overwhelmingly match PT *liːnꟲ rather than a ma-type root. The split could reflect archaic doublets or lexical replacement. While *Səmaːᴬ is attested in several branches, the dominant shape in Tai points to later innovation or borrowing, slightly lowering support.",2,"The reconstruction *Səma finds support in Sakizaya, Amis, and Paiwan, somewhat suggesting a Formosan base. However, in Western MP and Oceanic, the overwhelming attested forms cluster around unrelated types (dila/lela/mea/meme), not *Səma. Only partial, clade-restricted support exists, so the score is low.",1
110_tooth,tooth,*(l)ipan,6,"PT,PH,POB,PK,PKS,LAK",tooth,TOOTH,TOOTH,73,961,Sandong:vjan¹ | Zhonghe:vjan¹ | Tangzhou:vjən¹ | Tingpai:vjaːn¹ | Antang:vjən¹,0,0,0,0,0,1,3,"Kam-Sui languages support the *(l)ipan reconstruction with vjan/vjən-type forms, but the dominant form in Tai and other branches is fan/wan, showing a shift incompatible with the PKD form. While traces of the original root survive in less innovative branches, the reflexes in most of Tai point to a different proto-form. The lack of direct *(l)ipan-type forms in the core Tai languages diminishes support for the proposed PKD shape, but its widespread presence in Kam-Sui and a handful of others maintains moderate support.",4,"The reconstructed *[l/n/ŋ]ipan is robustly supported by widespread reflexes across Formosan, Western MP, and Oceanic (ngipon, nify, nifo). A few clades (SHWNG) and some outliers show unrelated roots, but the majority—including key, early-branching forms—fit the reconstruction, justifying a high score.",0
111_transplant_plant,transplant; plant,*tVl(j)am,4,"PT,POB,PK,PKS",plantsomething,PLANT (SOMETHING),PLANT (SOMETHING),39,658,Sandong:ᵐbja¹ | Sandong:lam¹ | Zhonghe:ᵐbja¹ | Zhonghe:lam¹ | Tangzhou:mje²,0,0,0,0,0,1,2,"The PKD reconstruction *tVl(j)am is only marginally supported by Buyang 'tam' and some Nung forms with initial d-/ʔd-; however, most Tai forms (e.g., pu:k, lam, plu:k) and Kam-Sui variants cluster around different onsets and vowels, with no clear trace of a medial -l- or initial cluster as reconstructed, and PT *t.namᴬ is not well reflected either. Widespread attested forms group around completely different shapes, suggesting the PKD form is not adequately supported.",4,"There is strong support for a *tanəm-type root in Western MP and SHWNG, extending to some Formosan (Paiwan, Saaroa), but Formosan data is notably split, with several very different roots. Oceanic shows major departures, likely semantic broadening or root substitution. The grouping of 'plant' in Formosan is somewhat ambiguous, but the spread of tanəm alone justifies a high score, slightly reduced due to considerable diversity in Formosan and Oceanic.",1
112_turtle,turtle,*C̥-(i)paːᴬ,3,"PT,PH,PK",turtle,TURTLE,TURTLE,39,82,Sandong:tjaːu⁵ | Zhonghe:tjaːu⁵ | Tangzhou:fət⁸ fje¹ | Tingpai:fit⁷ fia¹ | Antang:fjət⁷ fie¹,0,0,0,1,1,0,1,"Virtually all Tai and Kam-Sui forms cluster around tVw/tjau~taw, which do not resemble the PKD *C̥-(i)paː reconstruction's initial consonant or vowels. Kra-Dai forms (kwi, kui) do not bridge the gap. PT *ʰwɯə is also unattested in most data. The attested forms point to a proto-form close to *taw, making the given reconstruction poorly supported.",1,"The proposed proto-form *qaCipa (soft-shell) is not supported by any sampled forms. All Oceanic languages reflect forms related to *ponu or *honu/vonu, unrelated to *qaCipa. No Formosan nor Western MP forms in the sample match the reconstruction. The reconstruction is not attested among these daughter languages.",1
113_two,two,*Vsaː,5,"PT,PH,PK,PKS,LAK",two,TWO,TWO,72,964,Sandong:ɣa¹ | Zhonghe:ɣa² | Tangzhou:ɣa² | Tingpai:ɣa² | Antang:ɣa²,0,0,0,0,0,1,2,"The PKD reconstruction *Vsaː aligns with some Kra, Kam-Sui, and Buyang forms showing an initial sibilant and a vowel a. However, the vast majority of Southwest and Central Tai forms cluster around soːŋ or sɔːŋ, and the PT reconstruction agrees with these, not with *Vsaː. Hlai, Kam, and several Zhuang forms also cluster around very different shapes, including ɬau, soŋ, and ńi. The evidence points to two distinct etyma for 'two' in Kra-Dai, but the dominant Tai reflexes do not favor *Vsaː for the branch producing 'soːŋ'.",5,"The shape *duSa is extremely well supported across Formosan, Western MP, SHWNG, and Oceanic, with most languages showing reflexes like *duSa > dua, dusa, rua, lua, etc. Majority of forms show regular correspondences for both the initial *d and final *a, and in several cases, *S > h/s/ʔ is attested. Even some divergent forms can be explained by known sound changes or analogical formations, and do not undermine the overall support. Evidence spans every major clade, justifying a top score.",1
114_village,village,*baːn,6,"PT,PH,POB,PK,PKS,LAK",village,VILLAGE,VILLAGE,59,83,Sandong:ʔbaːn³ | Zhonghe:ʔbaːn³ | Tangzhou:ʔmaːn³ | Tingpai:ʔbaːn³ | Antang:ʔbaːn³,0,0,0,0,0,1,5,"The PKD form *baːn is overwhelmingly matched by regular reflexes in almost all Tai languages, Kam-Sui, and related branches, with only minor variation (some initial voicing, nasalization, or preglottalization). The PT form is nearly identical to PKD, and the widespread attestation across branches supports this reconstruction strongly. Only a handful of outlying forms in some Kelao and Buyang varieties diverge, likely due to borrowing or semantic shifts.",2,"There is very little direct support for either *asaŋ or *taNaS for 'village.' None of the non-Oceanic languages use these roots, and Oceanic itself overwhelmingly uses forms related to *kaŋa/*kaina or *banua/fanua. This indicates that the PAN forms proposed are not well-attested for this meaning in the sampled dataset, and modern terms are either innovative, semantic shifts, or from other etyma. Attestation is restricted to a subset of Oceanic with no pan-family support, justifying a low score.",1
115_vomit,vomit,*utaːk,6,"PT,PH,POB,PK,PKS,LAK",vomit,VOMIT,VOMIT,60,936,Sandong:kun⁵ | Zhonghe:kun⁵ | Tangzhou:kun⁵ | Tingpai:kun⁵ | Antang:kun⁵,0,0,0,0,0,1,2,"The PKD reconstruction *utaːk is only modestly supported by a handful of forms with similar rime (-a:k/-ɔ:k), but the vast majority of attested forms have either kun/kun-like (in Zhuang and Kam-Sui) or ha:k/ra:k (in Tai), with various other divergent forms. The initial *u- and *t- are poorly reflected in most languages and do not correspond to the main Tai reflexes. The proposed PT *rwɯək is also generally inconsistent with attested forms. This results in an overall low score.",4,"The PAN reconstruction *utaq is well reflected in core northern Formosan languages (Atayal, Bunun, Seediq, Paiwan, Saisiyat) and several Philippine/Western MP forms (uta, úta, etc.). However, SHWNG and Oceanic often show forms based on 'lua/lulu' or innovated forms inconsistent with *utaq. Syncretism or replacement in a large subset of Western MP further lowers the score. Despite these innovations, the root *utaq is well attested in multiple oldest branches and has descendants in both Formosan and non-Oceanic Malayo-Polynesian, just short of a 5 due to extensive divergence elsewhere.",1
116_wash,wash,*C-sak,6,"PT,PH,POB,PK,PKS,LAK",wash,WASH,WASH,59,148,Sandong:suk⁸ | Zhonghe:suk⁸ | Tangzhou:suk⁸ | Tingpai:zuk⁷ | Antang:suk⁸,0,0,0,0,0,1,5,"The PKD reconstruction *C-sak aligns very well with widespread and systematic reflexes in Zhuang, Bouyei, Sui, and many other branches, strongly supporting the shape *sak or *suk for 'wash.' Although some Tai languages use a different root ('la:ŋ'), the original *sak-form is retained in many branches and even as an alternate in some Tai languages. The presence of alternate roots in Tai does not detract from the strong support for *C-sak, which deserves the highest score.",4,"The reconstructed *basəq is robustly, even monotonously, attested in the Malagasy dialect continuum (Western MP) and several closely related clades. However, Oceanic shows heavy replacement by new forms ('fa-/ho-/fufulu/titihi/sasau') and little retention of the original root, which suggests early loss or reformation there. The widespread presence in Western MP, isolated SHWNG form, and some partial Oceanic reflexes justify a strong score, but the lack of Formosan and heavy innovation in many branches preclude a perfect rating.",0
117_water,water,*danam,6,"PT,PH,POB,PK,PKS,LAK",water,WATER,WATER,73,962,Sandong:nam³ | Zhonghe:nam³ | Tangzhou:nam³ | Tingpai:nam³ | Antang:nam³,0,0,0,0,0,1,5,"The attested forms for 'water' overwhelmingly support a proto-form with the shape *nam or very similar, as seen widely across Tai, Kam-Sui, Hlai, and other branches. The proposed PKD *danam is very close in shape, and minor variation (presence/absence of d-, initial voicing, or nasal assimilation) is expected. The evidence for the main root is robust and widespread, with only a few divergent Kra (Buyang, La Chí, Kelao) and Zhuang initial alternations, which do not undermine the strong overall match.",5,"The PAN reconstruction *daNum is robustly supported by widespread, regular reflexes across Formosan, Western Malayo-Polynesian, and SHWNG. Forms like danum/danom/nanum occur in both Taiwan and the Philippines and extend into the rest of Malayo-Polynesian, with only some expected innovation and borrowing elsewhere. The supporting evidence is broad and systematic, satisfying the strongest level of comparative support.",0
118_wing,wing,*CV-piːk,6,"PT,PH,POB,PK,PKS,LAK",wing,WING,WING,61,900,Sandong:va⁵ | Zhonghe:va⁵ | Tangzhou:va⁵ | Tingpai:va⁵ | Antang:va⁵,0,0,0,0,0,1,4,"The PKD reconstruction *CV-piːk and PT *piːkᴰ matches well the majority of SW Tai and Zhuang reflexes, especially those with p-/f- onsets and high vowels plus a -k coda. However, certain branches, particularly Kam-Sui and Kra, show more divergent forms, shifting or replacing the initial or simplifying the syllable. Despite these exceptions, the core pan-Tai/Zhuang evidence is strong, though branch-internal variation in Kam-Sui and Kra justifies a slightly reduced score.",4,"The reconstructed *paNi[d/j] is fairly well supported in Formosan and has plausible, if slightly noisy, reflexes in Western MP and SHWNG. However, Oceanic reflexes are highly innovative, with only a handful showing possible formal relationship. When considering phylogenetic breadth, the match across multiple clades and inheritance lines warrants a strong score, though not the highest due to relatively fewer direct reflexes or strong correspondence in Oceanic.",0
119_winnowing_basket,winnowing basket,*doŋ,4,"PT,PH,POB,PKS",winnowing,WINNOWING,WINNOWING,0,0,,0,1,1,0,0,0,,,,,1
120_younger_siblings,younger siblings,*naɭoːŋ,5,"PT,PH,POB,PKS,LAK",youngerbrother,YOUNGER BROTHER,YOUNGER BROTHER,42,21,Luzhai Sipai:nɔŋ²¹⁴ | Luzhai Luzhai:nɔŋ²¹⁴ | Xiangzhou Dale:nɔŋ²¹⁴ | Xiangzhou Yunjiang:nɔːŋ²¹⁴ | Wuxuan Huangmao:noŋ²¹⁴,0,0,0,0,0,1,4,"The attested forms across the Tai and Kam-Sui branches overwhelmingly support a proto-Kra-Dai root similar to *nwoːŋ or *na-loŋ, with excellent continuity in the initial n-, the rhyme -oŋ/-uŋ, and sometimes the vowel length. The Buyang/Kelao/other outgroups diverge, but these shifts are not unexpected at this taxonomic depth. The presence of a liquid (l) in the PKD form isn't preserved in the Tai branch, where *nwoːŋ dominates. Overall, attestation is strong except for outgroup divergence.",2,"The proposed PAN *Suaji has virtually no phonological match to the predominant Oceanic 'teina/tesuk' forms, nor to the Western Malayo-Polynesian 'adik' or 'zàndry'. The only marginal support is Rotuman 'sɔsiŋa', but this is isolated and not clearly cognate without regular correspondences. The lack of Formosan data and the dominance of a different root across clades significantly weakens the support for *Suaji.",1
