comparison_id,concept_id,generosity,shared_shape_notes,reasoning,n_tk_forms,n_an_forms,permutation_id
274,sister,1,none noted,"The two bags display very different phonological profiles, with no notable recurring segmental skeletons or clusters that appear across both sets. While some bag_b forms show repetitions of initial v-/w-, CV-repetitions, or endings like -na, and bag_a has several pi-/pai-/phi- forms and some X-N(V)G forms, these shape patterns do not overlap, and isolated matches are absent.",23,62,0
275,tobacco,1,none noted,"There are no recurrent and salient segmental patterns or root shapes shared across multiple forms in both bags. The forms in bag_a tend towards monosyllabic or short disyllabic shapes with nasal and palatal elements, while bag_b is dominated by longer consonant-vowel-consonant sequences and frequent use of 'ka', 'ta', and medial 'v'. Only a handful of surface-level similarities (e.g., 'fa', 'pos') appear, and these are isolated and not systematic.",21,40,0
276,goupascend,1,none noted,"Aside from a handful of monosyllabic or disyllabic forms ending in -a, -e, or -i, there are no notably recurring consonant-vowel patterns, phoneme clusters, or segmental sequences shared across both bags. The forms in both bags show largely unrelated consonant skeletons, syllable structures, and word shapes, with no widespread plausible correspondences or shape matches visible.",24,67,0
277,penis,1,"Isolated similarities like -nai/-na, -lai/-la, and some CVCV forms, but no robust or recurring segmental patterns across both bags.","The forms in both bags are mostly dissimilar in phonological structure. While both sets contain some CV and CVCV shapes and the ending -na/-nai is present in several items, these similarities are widely attested cross-linguistically and do not point to specific or systematic correspondences appearing throughout both lists. Overall, there is little promising evidence for widespread hypothetical cognacy based on these data.",24,64,0
278,family,1,none noted,"There are no clear, recurring shape similarities or candidate correspondences that are widespread in both bags. Most forms show distinct consonant and vowel patterns, and no shapes recur across both sets aside from very general, non-diagnostic syllable structures.",22,68,0
279,nit,2,"Some possible overlap in liquid-initial (li-, la-, lo-) and nasal-initial (na-, ma-) forms, with 'na', 'kai', 'ni', 'lo', 'la', 'ma' shapes recurring in both bags. However, correspondences are inconsistent and most multi-syllable forms in each bag do not have clear analogs in the other, and frequent CV patterns differ.","While there are occasional recurring shapes like 'nai', 'ni', 'ma', 'la/lo', and some li- forms in bag_b that vaguely recall similar onsets or syllables in bag_a, the overall structure and consonant/vowel patterns are quite dissimilar and do not point to systematic correspondences. Most similarities appear coincidental and isolated without strong support for widespread cognacy.",19,46,0
280,today,2,"Some repeated syllable patterns with n, a, i, na, ni, nei, and frequent CVN or CVVN shapes; weak overlap overall; 'nai/ni/nei' elements recur in both sets but with considerable variation.","There are a few recurring syllable structures (e.g., CVN, with n-final syllables) and clusters like 'nai', 'ni', and 'nei' that show up across several forms in both bags. However, there is significant segmental and structural diversity, and most potential lookalikes are short (often just 'ni', 'na', 'nei'), making robust shape-based cognacy unlikely overall. The overlap is limited to some weak echoic elements but lacks strong systematic correspondences.",19,64,0
281,yes,1,none noted,"There are no notable recurrent phonological shapes between the two bags. Bag A displays frequent initial stops or affricates (t-, c-, ch-) and syllable structures like CVC or CVi, whereas Bag B heavily favors open syllables, frequent glottal or h-initials, and mid/high vowels, with little overlap in consonant patterns or full segments. No widespread or repeated shapes seem to be present in both sets.",20,27,0
282,after,1,none noted,"There is no clear recurring shape or consonant/vowel skeleton that appears in both bags in a way that would suggest promising hypothetical cognacy. Bag A features recurring 'laŋ' and 'pa:i' sequences, but these shapes do not appear widely in Bag B, where forms like 'muri', 'leɣu', 'puri', and 'buri' are more common. Overall, the segmental patterns do not show plausible or widespread matches.",21,61,0
283,soul,2,"Some nasal-final forms (ŋ, n), open syllable patterns, and VN(V) shapes in both bags; rare overlap in onset clusters or whole-word shapes.","Both bags exhibit frequent nasal codas (e.g., 'ŋ', 'n') and some similar consonant-vowel patterns (e.g., 'wan', 'anɔ', 'ŋau', 'ŋga'), but overall, the word shapes, clusters, and syllable structures differ significantly. No recurring, distinctive shape is widespread in both sets, and apparent matches are isolated and weak.",21,59,0
284,bald,1,none noted,"Despite the diversity and quantity of forms in both bags, there are no clearly recurring segmental templates, consonant clusters, or vowel/consonant skeletons that appear widely in both bags. Any superficial syllabic or vowel similarities (e.g., CVCV, CV:CV) are common cross-linguistically and not diagnostic for hypothetical cognacy in this context.",21,48,0
285,club,1,none noted,"There are no clearly recurring segmental patterns or syllable structures shared robustly between the two bags. While each set contains polysyllabic and monosyllabic forms with a general preference for open syllables, the consonant and vowel skeletons tend to be quite distinct, and no compelling shape-based correspondences or widely repeating roots are evident between the sets.",23,46,0
286,ice,2,"The syllable sequences na/m, nai/nam, and ra-no/m are somewhat recurrent between the two sets in various forms, but correspondences are spotty and not systemic. Some vague resemblance in reduplicative or nasal sequences (e.g., ""nam"", ""nui"", ""nai"" in Bag A vs ""rano"", ""miva"", ""manga"" in Bag B), but no clear systematic shape ties.","Both bags contain some repeated segments such as na-, ma-, and -no/m, and sequences like 'ranomiva-' in Bag B superficially resemble 'nam', 'nai', or 'nui' in Bag A, but these occur mainly in a few longer forms and not consistently across both bags. Most other shapes diverge widely, with multiple syllable and consonant differences. There's weak matching in nasal and possible liquid sequences, but overall little evidence of widespread shared segmental backbone.",23,28,0
287,understand,2,"Only minor resemblance: Bag A has forms like 'tin', 'toŋ', 'tɔŋ', Bag B has 'tinis', '-loŋ', but these are limited and probably coincidental. Both bags contain various CV(C) structures and repeated ka/ki shapes, but with little direct overlap.","There are a few forms in bag A ('tin', 'toŋ', 'tɔŋ') that superficially resemble forms in bag B ('tinis', '-loŋ'), but such similarities are isolated and do not represent a consistent recurring pattern across both bags. Most forms in each bag do not match segmentally, and recurring shapes like 'kilia', 'kilja' in bag B find no clear analogues in bag A. Cognacy on shape alone is not very promising.",21,37,0
288,thinofshapeofobject,2,"Some nasal-final forms in bag_a ('maŋ', 'wa:ŋ', 'ba:ŋ') and nasal-rich or reduplicated forms in bag_b ('manìfy', 'menini', 'mini:nivi', etc.), but no clear recurring full stem patterns between bags.","Bag_a shows a concentration of monosyllabic or short forms with nasal finals, while bag_b has many polysyllabic, often reduplicated forms with nasal and labial segments (m/n/b/v). There is a weak hint of shared nasals and possibly initial m- or ma-, but the overall structure and length of forms differ substantially, with no compelling segmental correspondences recurring widely in both sets.",13,35,0
289,fifteen,1,none noted,"Recurring segmental skeletons are seen within bag_a (notably s/p-VC or s-VC_p-VC constructions like 'sip_ha', 'sup_ŋo', etc.), but these are not mirrored in bag_b. Bag_b mainly exhibits clusters like 'saŋavil', 'lima', 'folo', but no reliable recurring phonological shapes overlap or suggest a pattern repeated on both sides. The bags appear unrelated in terms of segmental structure.",16,32,0
290,oldersister,1,none noted,"Very few phonological shapes recur across both bags. Bag A is dominated by short, mostly bisyllabic forms with recurring pi-, phi-, ta-, tse-, and sai/sa:w patterns, while Bag B presents multi-morphemic, polysyllabic forms with little overlap in segmental shape. No convincing segmental skeletons are shared extensively between the two sets.",24,23,0
291,pregnant,2,"Some isolated forms in both bags with open syllables and similar CV shapes, but no recurring, robust consonant-vowel skeletons or segmental patterns widely shared across both sets.","While both bags contain forms with open syllables and occasional nasal-final syllables, there are no consistent or widespread shared segmental skeletons. Some forms in bag_a (e.g., tai, ma:n, lak, la:k) and bag_b (e.g., tama, laβina, meteana) have superficial syllabic resemblances, but these similarities appear isolated rather than systematic or recurrent across both bags.",24,23,0
292,bedeadordie,4,"Extensive recurrence of CV(V)C and CVCV strings with t/i, m/a, t/a elements; widespread 'mat-', 'pat-', 'tai', 'maCai', and 'mati/matey' motifs in both bags.","Both bags show repeated forms with initial m/p/t clusters and following a/i vowels, including shapes like 'tai', 'mat', 'pat', and 'mate'. Bag_b displays an especially pervasive cluster 'mat-', 'pat-', and 'tai', which correspond to 'tai', 'ta:i', and related forms in bag_a, suggesting a strong pattern of segmental similarity. Multiple syllables and consonant-vowel patterns are echoed across sets, making a hypothetical cognacy quite plausible based on form alone.",11,80,0
293,because,2,"Some shapes with initial j-/ʒ-/in- sequences in bag_a, and (i)na, (i)nia or similar V-n-a structures in bag_b. Numerous nasal or n-containing forms in both lists; however, overall templates and consonant structures differ considerably, with limited recurring segmental overlap.","A small number of items in both bags show CVN or VnV structures (e.g., jin-/ʒin- vs. ina/inia/rina, and possible initial j~i correspondences), but there is little regular consonant skeleton overlap or recurring CV skeletons that could strongly suggest cognacy. Most forms look quite different in syllable structure, and overall resemblance is low except for a few superficial elements.",21,62,0
294,flame,1,none noted,"The two bags show no clear overlap in segmental patterns or recurring shapes. Bag A is dominated by forms with initial p/f/v/b, mid-to-high vowels, and sometimes a final i or ai, as well as recurring syllables like 'ma', 'wi', and 'fai'. Bag B has predominantly multisyllabic forms with a wider variety of consonants (including prenasalized, nasal, and labiovelar clusters) and lacks the short, repeated shapes seen in Bag A. No promising patterns or systematic correspondences appear across the sets.",22,68,0
295,meet,2,"Some surface-level overlap in syllable patterns (e.g., tu-, to-, ta-, ha-, na-) and isolated identical forms like 'hui', but no clear, consistent recurring shapes or widespread shared structures across both bags.","While both bags favor open syllables and there are items like 'hui' in each set, as well as some similar syllable onsets and structures (tu-, to-, na-, ha-), these patterns are common cross-linguistically and do not constitute strong evidence for widespread shape-based relatedness. Overall, only a few isolated forms and some generic syllable patterns suggest low hypothetical cognacy on shape alone.",22,75,0
296,beginorstart,1,none noted,"There are no evident recurring patterns of segmental shapes, consonant-vowel skeletons, or sequences that are widespread across both bags. The forms in bag_a are generally disyllabic or trisyllabic with multiple CVC and CV structures typical of the syllable templates in East and Southeast Asian languages, while bag_b contains longer, polysyllabic forms with considerably different segmental patterns. No systematic correspondences or shared shapes are obvious.",24,59,0
297,mistake,1,"Isolated similar sequences (e.g. 'lok/lɔk/loŋ/lɔŋ' vs 'lɔla', 'roka'), but no clear recurring shapes across both bags.","Bag A contains several items with 'lok/lɔk/loŋ/lɔŋ' and related forms, but these do not find recurring matches in Bag B, where shapes are generally longer and syllabically distinct. A few Bag B forms such as 'lɔla' or 'roka' bear some accidental resemblance to forms from Bag A, but these do not recur widely, and overall the consonant/vowel patterns appear dissimilar between the sets.",21,60,0
298,animal,1,none noted,"There is no notable recurrence of consonant or vowel skeletons across the two bags. The shapes in bag_a (e.g., forms with -at/-et, tu-, jaŋ-, etc.) and bag_b (e.g., biC-, tsV-, manu, -rehe) are quite distinct and do not display widespread or plausible correspondences, nor do recurring segmental patterns span both bags.",17,15,0
299,copulate,1,none noted,"There are no widespread recurring segmental shapes or syllable patterns across both bags. Although a few items in each bag contain similar syllable elements such as 'to', 'ai', or 'ha', these are isolated and do not repeat widely. The overall consonant and vowel patterns differ significantly, and there is no evidence of systematic correspondences or shared structure robust enough to suggest hypothetical cognacy.",24,39,0
300,west,1,none noted,"Both bags show multi-part forms, and a few segments such as t/k and n frequently occur, but overall segmental and syllabic patterns diverge. No promising or recurring shape correspondences are apparent across both bags, nor repeated roots with similar structure.",13,21,0
301,pound,2,"Some overlap in CV(C) structures with /tVp/, /tVk/, /tVm/ forms (e.g., 'tup', 'tap', 'tam' in bag_a and 'tup', 'topu', 'tam' patterns in bag_b), plus multiple /bVyu/, /bayu/ strings in bag_b and a few tap/tam/tɔi items in bag_a, but overall correspondences are weak and inconsistent.","While both bags show a predominance of short CVC syllable structures and a scattering of superficially similar items (such as 'tup' & 'tupi', and 'tap' & 'topu'), there is not a strong repeating shape or clear correspondence recurring across many items in both sets. The overlap appears mostly accidental or generic for these languages' phonotactic profiles rather than due to inherited morphology.",22,80,0
302,here,4,"Recurrent -ni / -ne / -nai endings, initial k-/t-/n- in both, frequent i/e vowels, and several forms with ki-/ke-/ka- plus ni-/nei- in A matching to multiple CV(V)ni/ne patterns in B.","Both bags show a strong prevalence of forms ending in -ni, -ne, or -nai, as well as initial k-, n-, and t- consonants. There are many CVCV or CVCVCV forms (e.g., ki+nei/ni in A, kani, tani, niani in B), suggesting a widespread, potentially systematic similarity in segmental patterns. The repeated shapes across bags elevate the hypothetical cognacy score.",20,74,0
303,thatch,1,none noted,"The segmental shapes in bag_a and bag_b are highly divergent. Bag_a contains many forms with clusters and frequent use of nasal codas, while bag_b displays a very different pattern dominated by open syllables and distinct consonant inventories. There are no clear, recurring roots or skeletons apparent in both bags to support hypothetical cognacy.",20,77,0
304,oven,1,None noted,"There is minimal overlap in the segmental shapes across the two bags. Bag A features many short CVC or CV combinations, some repeated elements (such as 'lu', 'fai', 'taw', 'sau'), but these forms do not noticeably align with the segmental patterns or recurring elements in Bag B, which tends strongly toward multisyllabic forms with more varied consonant clusters. No clear recurring consonant/vowel skeletons appear across both sets.",16,50,0
305,scrape,1,none noted,"There are no clear recurring segmental patterns, consonant-vowel skeletons, or cluster shapes that appear across both bags. Bag A is dominated by short CV(:)C forms (e.g., kwa:t, khu:t, ha:t), while bag B has mostly longer, more complex forms with repeated 'mik-', 'magni-', 'miki-', and longer word shapes not mirrored in bag A. Only a few forms in bag B (e.g., waʔu, vau, wa`u) slightly resemble 'jau' in bag A, but the similarity is isolated and far from suggestive of a widespread pattern.",15,30,0
306,storm,1,none noted,"The forms in bag_a and bag_b show little overlap in segmental structure; bag_a favors syllabic forms like 'lom', 'lum', 'fa:', and 'fon', while bag_b includes more polysyllabic and complex cluster-rich forms such as 'tafìodrìvotra', 'laŋ_teɾteɾ', and 'liŋeseɾelelep'. No clear recurring skeletons or widespread shape matches are apparent in both bags.",21,30,0
307,cassava,4,"Many forms in both bags begin with or heavily feature the 'man-' or 'mani(o)-' phonological shape, such as 'man.³³', 'man.²', 'manioke', 'maniok', 'manioka', and 'manjok'. This pattern is widespread across both sets.","There is a striking recurrence of initial 'man-' and similar 'mani(o)-' sequences in a large proportion of forms in both bags. The consonantal frame 'm-n' and consistent vowel patterns are found widely, suggesting a promising hypothetical cognacy scenario based on shape alone. Some forms, however, diverge, which prevents a top score.",20,16,0
308,sniff,2,"Some bag_a forms feature initial h-/ha-, nasal-initials (m-, n-, ŋ-), VC and CVC syllables. Bag_b has repeated pon-, -ona/-onja endings, and several nasal-initials (m-, ŋ-), but overall shape correspondences are sparse and matching skeletons are not widespread.","Both bags show some nasal-initial forms and initial h-/ha- elements. Bag_b features recurring 'pon-', '-ona', and related clusters, but these do not strongly match the segmental shapes in bag_a. Only isolated superficial similarities exist and there are no broadly recurring shared patterns between the bags.",18,19,0
309,sweetpotato,2,"Some recurrence of 'man' in bag_a and a few bag_b forms with 'ma' or 'mo' sequences, but no clear widespread, recurring shape linking the two bags. Widespread 'man' in bag_a is not reflected in bag_b.","Bag_a is dominated by forms with the 'man' sequence, found in nearly every item, but this pattern is not present in bag_b which has more varied and polysyllabic shapes (e.g., 'vomanga', 'kumala', 'kaema', 'mote'). There are some loose similarities such as 'ma', 'mo', or syllabic matches, but these are not consistent or systematic enough to suggest promising hypothetical cognacy.",20,13,0
310,flyinsect,2,"A few forms in both bags feature medial/lateral + nasal shapes (e.g., laŋa, laŋo in bag_b; ljaːn, lian, lja:n, etc. in bag_a). Some shared CVN and CVN+ syllabic patterns, with several instances of /lVn/ and /lVŋ/ structures, but overall sound correspondences are sporadic and inconsistent.","Both bags have recurring forms with initial /l/ and medial or final nasal (especially -ŋ or -n), such as 'laŋa', 'laŋo', 'lian', 'ljaːn', and 'lja:n'. While these patterns repeat within each bag, the overall segmental matches and correspondences are weak and often interrupted by other forms with divergent structure, offering only limited superficial promise for hypothetical cognacy.",40,19,0
311,youngerbrother,2,"Some nasal-final syllables (e.g., -ŋ, -ŋa) occur in both bags, and there are a few items with initial t/k and medial n/l, but overall, widespread recurring shapes are limited.","There is a superficial resemblance in some forms with final -ŋ or -ŋa (e.g., 'noŋ', 'nuəŋ', 'neŋe', 'sɔsiŋa'), but these patterns are not robustly repeated across both sets. Bag B displays more polysyllabic and complex forms, while Bag A strongly favors CV(N)-type monosyllables. Although a handful of syllable structures, notably nasal codas and some t/k/n-initial items, appear in both, the similarities are sporadic rather than systematic.",33,16,0
312,daughter,1,none noted,"There are no clear recurrent phonological shapes or segmental patterns that are shared across multiple forms in both bags. Bag A has recurrent 'la:k', 'luk', and related structures, while Bag B is more diverse with no obvious overlap in segmental skeletons with Bag A. No evidence of shared roots or sound correspondences on segmental shapes alone.",32,20,0
313,son,2,"Weak similarity: some forms in bag_a (lak, la:k, luk, lɨk, lu:k) and bag_b (leʔfā, nucleic forms like natuk, nucuk, netuk) show /l-k/ or /n-t-k/ clusters, but alignments are not robust or systematically recurrent.","The most visible possible shape overlap is the recurring CVk/CVC structure (such as lak/luk in bag_a and natuk/nucuk/netuk in bag_b), but these are strict matches only at a surface level and do not recur widely across both bags. Most other forms (especially in bag_b) have very distinct structures. There is limited systematic similarity in consonant or vowel patterns, so hypothetical cognacy is unlikely.",23,15,0
314,canoe,2,"Some overlap in CVV and disyllabic patterns like 'pa:i'/ 'bai' (A) and 'pao'/ 'pao', 'bai', 'pa'o', and 'vaka'/'baka' (B), but widespread regular correspondences not evident.","Both bags show a prevalence of disyllabic and open syllable forms, and some isolated similarities such as 'pa:i' (A) and 'pao', 'pao', 'bai' (B). There are a few shared shapes like 'vaka'/'baka' and some CVV patterns, but these are not systematic or widespread enough to strongly suggest hypothetical cognacy, so overall the correspondences are weak and likely coincidental.",18,73,0
315,earthquake,2,"Rare, minor similarities in forms like 'na:m', 'nami', 'nun', 'na:m', 'nunu', but overall recurring shapes are not clearly matched nor systematic between bags.","A few initial syllables and general CV shapes (such as 'na', 'mu', 'nu', 'mi') show up in both bags, and there are repeated sequences with 'n' and 'm' on both sides. However, the majority of forms are quite different in structure and do not display widespread, recurring segmental similarity across both sets. The few overlaps could be accidental given their high frequency shapes, so the evidence for hypothetical cognacy is weak.",18,49,0
316,youngersister,1,none noted,"There is no recurring segmental shape in both bags. Bag A is dominated by forms with 'nVŋ' or similar clusters recurring broadly, while Bag B exhibits much more diverse shapes with no widespread similarities to Bag A's salient sequences. Overall, the inventories appear segmentally distinct, suggesting little promise for hypothetical cognacy.",31,19,0
317,boy,2,"Sporadic potential similarities with initial l-/la-, k-/ke-, nu-/nau-, and ma-/mak- elements, but matching structure is inconsistent and does not recur systematically across both bags.","While there are very occasional segmental overlaps (such as forms beginning with 'la-', 'ma-', 'ke-i', and some containing 'n-' or 'k-' elements), these resemblances are isolated and not widespread or consistent across both sets. Structural diversity and lack of recurring shared skeletons reduce the promise of hypothetical cognacy between these sets.",25,17,0
318,east,1,none noted,"Bag A contains multiple forms with the shape 'toŋ', 'tuŋ', 'tɔŋ', and 'taŋ', which are phonetically similar and recurrent. Bag B does not contain any items with similar segmental shapes or recurring forms that resemble these patterns. No clear or repeated correspondences are visible between the two bags.",18,17,0
319,bealive,1,none noted,"Bag A is dominated by forms with initial l-, -ei or -əi finals, and a few items starting with m-, p-, or ʔ-, mostly monosyllabic or simple disyllabic. Bag B, in contrast, is typologically diverse, featuring many polysyllabic or reduplicated forms, varied initial consonants, and lacks any clear repeated string that aligns segmentally with Bag A's common shapes. No recurring skeleton appears to suggest hypothetical cognacy on sound shape alone.",11,80,0
320,there,2,"Some overlap in open syllable CV structures, frequent appearance of /a/, /i/, and /k/ in both bags, but no strong or systematic pattern across multiple items. Occasional VC or CVC echoes (e.g., 'kana', 'aka', 'ana'), but these are very generic shapes.","Both sets show a predominance of simple syllable structures and contain forms like ""ka"", ""ana/na"", and ""te/ti"" that appear sporadically in both bags, but these shapes are extremely common and do not suggest a widespread or systematic resemblance. There is no evidence of regular correspondences or repeated patterns linking multiple forms across the bags.",19,80,0
321,time,2,"Possible recurrence of initial s-/ś-/si- in bag_a and initial s-/sa- in bag_b; some ta-/tai- in bag_a and ta-, tala- in bag_b; otherwise major shape differences.","There are a few superficial resemblances, such as strings beginning with s-/ś-/si- in bag_a and s-/sa- in bag_b, and the occurrence of ta-/tai- in both sets. However, these are common shapes and do not recur in a convincing, systematic way across both bags. Most forms otherwise differ greatly, so only limited hypothetical cognacy is suggested by shape.",18,52,0
322,hot,1,none noted,"There are no convincingly recurring segmental shapes across both bags. The forms in each bag largely differ in syllable structure, onset/coda patterns, and prevalent phonemes. While both have CVCV shapes, this is too generic to suggest specific hypothetical cognacy. No clusters of similar segmental templates appear in both bags.",34,16,0
323,cough,1,none noted,"The two bags display very different phonological patterns, with bag_a heavily featuring forms ending in -ai/-i and many initial ʔ, while bag_b shows more varied and complex consonant and vowel clusters. There are no clear recurring skeletons or segmental patterns shared across both sets.",19,18,0
324,south,2,"Some overlap in CVN and taN/tan/tong shapes, especially 'ta:ŋ', 'tai', 'na:m', and 'toŋa', 'tonga' in both bags. Both sets show nasal-final syllables and a few ta-/to-/na- roots, but broader similarities are sparse.","There are isolated similarities, especially in forms like 'tai', 'ta:ŋ', and 'toŋa', 'tonga', including possible nasal finals and similar CVN/CV: patterns, but these are not widespread or systematic across both bags. Most forms differ significantly and recurrence of similar shapes is limited, reducing the overall promise for hypothetical cognacy.",16,16,0
325,hit,1,none noted,"There are no clear recurring segmental shapes or consonant-vowel patterns that appear across multiple forms in both bags. The most common structures in bag_a (e.g., tV(C), mVp, lV(C)) do not match any recurring patterns in bag_b, which features much longer and more complex forms, often with affixal elements or reduplication that are not matched in bag_a. No patterns are repeated widely across both sets.",16,80,0
326,pathorroad,1,none noted,"Bag A has forms with initial velar/uvular aspirates and a recurring 'kh/qh-(u)n' or 'kʰwən' pattern, while Bag B is dominated by forms with medial and final -lan/-ran/-nan/-an patterns, often with initial (d/l/r/s/k/t) and sometimes reduplication or affixal material. There is no clear recurring consonant/vowel skeleton overlap or correspondences between the two bags even at a schematic level.",6,80,0
327,worm,1,none noted,"There are no clear recurring segmental patterns or root shapes shared across both bags. Bag A is dominated by forms with nasal-initial, VCVCV, or CVCVn patterns and some nasal finals, while bag B presents a much wider variety of phonological shapes without clear parallelism to bag A. No widespread and distinctive shape is evident in both sets.",13,80,0
328,think,2,"Some superficial recurrence of nasal-final (–ŋ, –m) and initial s-/θ- in bag_a, with sparse echoing of nasals, m-, and s- in bag_b but no clear or systematic recurring shape matches.","There are abundant nasal forms (especially in coda: –m, –ŋ) in bag_a, and a few m- or nasal-initial forms in bag_b, but overall the segmental shapes are distinct and patterns that appear widely in bag_a (such as siŋ/θiŋ) do not recur in bag_b. Isolated instances of 'isip', 'nem', or nasal-final forms in bag_b do not clearly align with bag_a's frequent shapes. There are no robust or systematic recurring sequences present across both bags.",11,80,0
329,oldaged,1,none noted,"Bag A forms are dominated by the structure 'laːu' (with minor vowel/consonant variation) and one 't̪hau', while Bag B consists of very diverse and generally longer or complex forms. No recurring consonant-vowel skeleton or syllable structure matches widely across both bags. No promising evidence for hypothetical cognacy based on segmental shapes.",3,59,0
330,with,2,"Some recurrence of 'am-', 'ami-', 'ame' in bag_b and 'neːm', 'nɛːm', 'nɪm' in bag_a, both showing m-initial and m/n plus front vowel sequences. However, the overall patterns and syllable structures differ considerably, and only weak superficial similarities are present.","There are a few forms in bag_b ('amin', 'ame', 'ami', 'amie', etc.) with initial 'am-' or 'amin-' sequences that show some loose resemblance in cluster shape to 'neːm', 'nɛːm', 'nɪm', and similar forms in bag_a, especially with the prominence of 'm' as either onset or coda. However, further shapes and the rest of both sets do not align closely, and there is little evidence for widespread shared patterns.",14,18,0
331,run,2,"Some surface similarity in initial plosive or nasal clusters (e.g., p-, t-, l-, m-) and syllable shapes, but no clearly recurring segmental skeletons across both bags.","While both bags contain items with similar CV or CVCV shapes and some overlap in initial consonants (like t-, p-, l-, m-), there are no strong recurring segmental patterns that appear across multiple pairs. Most similarities are generic, and matches in syllable structure may be due to chance. Limited evidence for widespread hypothetical cognacy on form alone.",28,15,0
332,lip,2,"Some similarity in nasal-final CVN and CVVC syllables (e.g., 'pi', 'pa', 'fi', 'ŋ', 'tu') and presence of labial and nasal segments in both. Some forms in both bags echo labial-initial and nasal-coda (e.g., 'pi', 'pu', 'pini', 'bibir', 'pu', 'pei'). However, no widespread, clear recurring skeleton stretches across both bags.","While both bags show a preference for CV(C) and CV(V) syllables and there are occasional similar labial and nasal elements (such as 'pa', 'pi', 'pu', 'ŋ', 'fi'), these are generic patterns. The majority of forms do not display clear, recurring phonological skeletons between bags. Therefore, hypothetical cognacy seems possible but not strongly supported on shape alone.",25,13,0
333,fence,2,"Some similar CV patterns (e.g., 'ka', 'ta', 'lua/rua' ~ 'l'αwaŋ', 'kana', 'aua'), but these are short and common shapes; no broadly recurring, distinctive shapes established across both bags.","Several basic syllable structures (e.g., ka, ta, kana) appear in both bags, but these forms are generic and could appear in many unrelated languages. There is no evidence for consistent or distinctive segmental correspondences, nor are there widespread shared shapes across multiple items in each bag. Similarities seem incidental and insufficient for a high hypothetical cognacy score.",22,11,0
334,north,1,none noted,"The forms in bag_a and bag_b do not show recurring or widespread similarities in consonant/vowel skeletons. While some forms like 'pak' in bag_a and 'apa' or 'pak' substrings in bag_b might appear superficially similar, these are isolated and do not form a recurring pattern across many items in both lists. Overall, there is no significant evidence for shared phonological shapes.",14,17,0
335,child,2,"Some overlap in forms with 'lak'/'la(k)' and 'nak/anak'; both bags show CVC or CVC+ forms with liquids and nasals, but no widespread, consistent shared patterns.","A few forms in bag_b such as 'walak', 'alak', 'ʔalák' contain 'lak', which is similar to the 'lɤk', 'lɐk', 'lɯk' forms in bag_a, suggesting a remote possibility of related shapes. However, these are isolated and not widely matched across both bags. Overall, the majority of segmental shapes differ, with only scattered, potentially coincidental resemblances.",9,80,0
336,stab,1,none noted,"Bag A contains multiple forms with the recurring shape (C)bVŋ, especially with initial glottal or voiced stops and a nasal coda. Bag B, however, shows a high degree of phonological diversity with no concentrated recurring shapes that align with Bag A's patterns. There are no apparent widespread segmental similarities or regular correspondences observable across both bags.",12,80,0
337,maleperson,1,none noted,"Bag A exhibits highly regular forms featuring combinations of initial p/pɔ/pu/pou plus saːi/θaːi/ɬaːi, resulting in repeated CV+CVVC strings. Bag B is highly diverse, with little to no recurrence of these shapes or segmental patterns. No widespread, repeated segmental shape is apparent across both bags.",13,80,0
338,stick,2,"Possible surface overlaps in open syllables (ka-, ki-, ku-, fa-, ma-, ta-, la-) and nasals (-ŋ, -n), but no strong recurring skeletons across both bags; some initial k-/f-/t- widespread in both.","A few generic syllable structures recur (e.g., initial k-, t-, m-, open syllables, and sometimes final nasal -n/-ŋ), but there are no highly diagnostic or unusually shaped patterns replicated across items in both bags. Similarities appear mostly due to basic phonotactics, not evident recurring segmental patterns suggestive of strong hypothetical cognacy.",15,80,0
339,workactivity,1,none noted,"Bag A overwhelmingly features sequences like 'ku', 'ho', and 'ŋ' in consistent CVC structures, especially '[k/tɕ]u + hVŋ', with high recurrence. Bag B's forms are highly diverse in both structure and segmental content, showing no recurring shape parallel to those in Bag A. No consistent or widespread matching skeleton or correspondence pattern detected across both bags.",14,80,0
340,fasten,1,none noted,"There is no consistent or recurring consonant-vowel skeleton or segmental pattern shared across multiple items in both bags. Shapes in bag_a are primarily monosyllabic or disyllabic with initial sibilants, affricates, or stops, often ending in -k or -t, while bag_b exhibits much greater syllabic complexity and variation, with no evident overlap in structure. No base to hypothesize cognacy on shape alone.",6,80,0
341,swell,1,none noted,"The single form in bag_a ('fɔk²²') is a short CVC shape with the consonant cluster /f/ ... /k/, and a rounded vowel. Bag_b contains a very wide variety of much longer and more complex forms, usually multisyllabic and with frequent /b/, /v/, /m/, or liquids, but does not show any clear recurring VC or CVC structures matching 'fɔk'. No promising shape-level similarities are found between the two bags.",1,80,0
342,cutwithscissors,1,none noted,"Bag A shows a high degree of internal similarity, with forms largely following a CVC template ending in 't' and featuring mid front/back vowels. Bag B, in contrast, contains longer forms with far more varied segmental structures and no obvious recurring CVC-...t patterns. No consistent shared shapes or plausible correspondences are observable across the two bags.",10,65,0
343,scorpion,1,none noted,"There are no clearly recurring phonological shapes or segmental skeletons that are widespread in both bags. Internal repetition of shapes appears within Bag B (e.g., various reduplicated forms, -harihari, -liva), but these patterns are not mirrored in Bag A. Bag A shows some CVC-patterned forms and nasal-vowel clusters, but these do not match segmentally with any of Bag B's forms in a way that suggests promising hypothetical cognacy.",13,50,0
