comparison_id,concept_id,generosity,shared_shape_notes,reasoning,n_tk_forms,n_an_forms,permutation_id,an_source_concept_id
050,hand,2,"Some presence of 'muŋ', 'mun', 'bun' and similar CVC/VV(C) forms in both bags; marginal recurrence of labial-initial syllables (mu-, mi-, bu-) but little overall structural resemblance across the wider set.","There are a few promising lookalikes such as 'muŋ33' in bag_a and 'muŋ', 'mun', 'bun', 'muni', etc. in bag_b. However, the majority of forms in both bags do not exhibit systematic similarity in segmental pattern or syllable structure. Isolated resemblances suggest a low but nonzero potential for hypothetical cognacy, but widespread structural congruence is lacking.",26,80,26,kill
051,kill,1,none noted,"There are no notable recurring segmental shapes or patterns that clearly appear in both bags. The forms in bag_a commonly feature short, simple syllables with initial consonants like k-, kh-, p-, or x-, often followed by -a or -an. Bag_b is much longer, heavily features m-initial reduplication, and diverse consonant clusters and vowel patterns, showing no persuasive segmental overlap. Isolated syllables such as 'mam' appear, but are likely coincidental given their simplicity and the lack of further resemblance.",13,80,26,chew
052,yellow,1,none noted,"There is little overlap in phonological patterns between the two bags. Bag A features a strong recurrence of -an, -a:n, and -ɛn/-en/-e:n forms, often with nasal endings, especially in CVC or CVCVn shapes. In contrast, Bag B shows far more diversity in syllabic structure and lacks noticeable recurrences of the salient shapes in Bag A. No clear or widespread shape similarity is detected across multiple forms.",32,80,26,beloworunder
053,person,1,none noted,"Bag A displays heavy recurrence of CVC forms with a final nasal (-n), especially forms like 'kon', 'kɔn', 'kun', 'hun', 'wun', but these are not mirrored in Bag B. Bag B predominantly shows forms with CVCV, CVCVC or longer structures (e.g., 'putih', 'bussáɣ', 'vulṭíq̂') and lacks the widespread nasal-final CVC pattern found in Bag A. No clear recurring shared phonological skeletons or correspondences are observed between the two bags.",38,80,26,white
054,all,2,"Occasional overlap in CVN~CVC and disyllabic patterns (e.g., taŋ / waŋ, taŋ / tən / ten, iŋ ~ ina, tu / ito / itu), but no strong, widespread, or recurring segmental patterns across both bags.","Both bags show common simple syllable structures (CVN/CVC, V-initial forms, and disyllables), yet specific segmental shapes rarely align outside general typological similarities. Isolated lookalikes, such as taŋ/waŋ and tu/itu, are present but not recurrent across both sets, resulting in weak evidence for hypothetical cognacy based on form alone.",40,80,26,that
055,swim,2,"Some 'wa:/wa:/wai/wa:j' in bag_a vs 'waβu/wawu/ʔavu/ʔabu/abo' in bag_b, but highly divergent otherwise and no regular widespread matching patterns.","There are a handful of similar CV(V) structures with labial and velar/articulatory correspondences, e.g. 'wai/wa:j' (bag_a) and 'waβu/ʔavu/ʔabu/abo' (bag_b), but these are isolated and do not recur widely or regularly. Most other items in each bag are phonetically diverse and show little evidence for broad recurring correspondence. The overall segmental profiles suggest little promise for widespread hypothetical cognacy.",40,80,26,ash
056,cloud,1,none noted,"Across both bags, no strong or consistent phonological patterns, roots, or syllable shapes recur widely. Syllable types and segment inventories differ, and while both bags show diversity, clear recurring templates or phonotactics aligning the two sets are lacking. Any superficial segmental similarities are isolated and not suggestive of broader hypothetical cognacy.",28,80,26,where
057,breast,2,"Small potential overlap with CVn/CVŋ and lɛn/laɛn among bag_a ('lɛn.¹') and bag_b ('lɛn', 'laɛn'); both bags also have a few nasal-initial forms and some nV shapes, but overall segmental similarities are very limited and scattered.","Despite both bags being quite large, only minimal formal correspondences are observable. The only clearly recurring shared shape is 'lɛn/laɛn', appearing once in each bag. A few items in both have initial 'n-' or nasal nuclei, but these are sparse and not consistent in structure. Most other forms differ considerably in onset clusters, number of syllables, and coda usage, reducing support for widespread hypothetical shape-based cognacy.",23,80,26,sand
058,green,2,"Some partial overlap in shapes containing s-ai, s-au, and lok/lɔk ~ lok, but patterns are weak and not widespread.","Bag A contains multiple forms with sequences like 'si/ś', 'jau', 'lok/lɔk', and various forms with -u or -au endings, while Bag B has some words ending in -is, -it, and -ai, as well as several forms with s- and t-. There are faint echoes between 'sai', 'śau', 'jau', and some Bag B forms like 'sais', 'smais', 'u-sai', but these shapes are not robustly recurrent in both bags. Overall, similarities are mostly coincidental and not systematically recurring across both sets.",32,80,26,sew
059,walk,2,"Some superficial resemblance in Vːm and paːi/paj or jaːŋ/jaŋ shapes in bag_a, and some laŋi/langit shapes in bag_b, but no clear, repeated segmental skeletons shared across both bags. Bag_a also shows a cluster of paːi/pei/paj/jaːŋ/jaŋ/fei/fhei, while bag_b centers around laŋit/langi-type forms.","The prevalent shapes in bag_a (such as various forms with paj/paːi/pjaɪ/jaːŋ) do not consistently recur with similar segmental frames in bag_b. Bag_b displays many forms with laŋi/langit/langet but these are absent in bag_a. Across both, there is no strong, recurring skeleton or pattern suggesting widespread hypothetical cognacy on the basis of form alone.",33,80,26,sky
060,knowsomething,1,none noted,"There are no clear widespread recurring shapes in both bags. Bag A features many forms with initial h-/k-/ʔ-/r- followed by -u/-au/-o/-uŋ, while Bag B contains longer and more varied consonant-vowel structures, often with final -t or -k, and lacks obvious recurring phonological patterns seen in Bag A. Isolated superficial resemblances (e.g., some endings in -u or -ut) are neither frequent nor systematic across both sets.",24,80,26,fasten
061,ash,2,"Some overlap in CV or CVCV patterns (e.g., forms with ta-, pa-, pu-, and -k), and occasional recurrence of labial or alveolar sounds, but overall little widespread resemblance.","Bag A is rich in forms with the shape tVw/taw/tau or pVk/puk/vuk/fuk, while Bag B shows higher diversity in syllable shapes, with only sparse matching patterns. While there are some forms in Bag B showing labial or velar shapes (e.g., 'pua', 'ipup', 'puu', 'bok', 'ambuk'), the overall degree of systematic and widespread segmental similarity is low, with only occasional one-to-one or two-to-one lookalikes. No strong, repeated skeleton or shape pervades both sets.",33,80,26,blunt
062,rainprecipitation,1,none noted,"Bag A displays extensive recurrence of C(V)n syllable structures with various initial consonants, especially forms like 'fun', 'fon', 'wun', and 'phən', but this shape is not mirrored in Bag B, which instead features significantly longer, polysyllabic words with a higher frequency of labial and lateral clusters, and little to no overlap in segmental structure. There are no obviously recurring shapes or regular segmental correspondences spanning both bags, suggesting little promise for hypothetical cognacy based solely on form.",37,80,26,hunt
063,rope,2,"Some recurrence of CVk and CVC shapes (e.g., forms like 'la:k', 'cak', 'cik', 'tik', 'kik', 'lik'), but matching segments seldom appear widely across both bags and consonant inventories differ. A few short forms in both, but no strong multi-item correspondences.","While both bags display a few CVC and CVk structures (e.g., 'la:k', 'cak', 'cik' in bag_a and 'tik', 'kik', 'lik' in bag_b), the segmental details are generally not closely aligned and the consonant sets show little in common. There are only sporadic surface similarities and no evidence of widespread recurring shapes across both lists. This suggests limited promise for hypothetical cognacy on shape alone.",31,80,26,small
064,wind,1,none noted,"Bag A is overwhelmingly dominated by forms of the pattern ləm/lom/lam/lum and similar CVC structures with liquids, while Bag B primarily shows much more diverse consonant and syllable patterns, without recurring forms matching the CVC with liquid-onset and bilabial/nasal coda pattern of Bag A. No widespread or even isolated convincing shape overlaps are observed.",29,80,26,sleep
065,laugh,1,none noted,"There are no clear recurring consonant-vowel skeletons or plausible segmental correspondences found consistently and widely in both bags. The phonological shapes in bag_a and bag_b are quite distinct overall, with only general CV and V patterns matching as could occur by chance in unrelated languages.",32,80,26,stand
066,wing,2,"Bag A features many forms with p/f/v + vowel + k/t structure (e.g., pi:k, fɯət, pa, va⁵), while Bag B has several forms with atay/tay/tei endings and some CVk/CVC (e.g., atay, etoy, szik), but direct phonological parallels are sparse and little systematic overlap is evident.","Although both bags show some simple syllabic shapes like CVC and final -k or -t, there is a clear lack of recurring, widespread phonological patterns linking both bags. While Bag B is rich in forms ending with -tay/-tei/-toy, Bag A is dominated by p/f/v-initial forms with mid/high vowels and k/t codas; few plausible alignments or correspondences appear across more than a handful of items.",21,80,26,liver
067,thick,1,none noted,"Bag A is heavily dominated by forms with an initial 'n' and a simple 'na' or 'naː' structure, sometimes with a following element. Bag B is highly variable, with forms that tend toward complex onsets (b, v, p, k, t, etc.) and VC sequences unlike Bag A; no clear recurring patterns are shared across both sets. No widespread or systematic shape correspondence is observed.",9,80,26,star
068,three,2,"Potential recurrence of CVm/CVːm shapes in bag_a, some CVŋ/CVŋa and 'sa-' or 'ta-' initial clusters in bag_b; minimal consistent overlap.","Bag_a is highly dominated by forms like (s/h/f/θ/ɬ/ł)a:m or similar, with a notable CVm or CVːm template, especially with a-m finals and initial s/h/θ variation. Bag_b, despite a large and diverse inventory, features some recurring CVŋ, 'sa-' and 'ta-' onsets (e.g. sanga, taŋa), and possible nasal codas, but overall, the dominant CVm shape of bag_a is not broadly matched. Only some tenuous similarities (e.g., saŋa vs. sa:m) exist, and even these are on the edge of plausible correspondences without systematic matches. Overall, hypothetical cognacy on shape alone appears very weak.",20,80,26,branch
069,four,1,none noted,"Bag A forms cluster around s/θ/ɬ/ʃ + i/e/u vowel patterns, frequently with -i or -ei syllables, while Bag B features many forms with the shape (C)V(V)(C)lan and various (C)an, (C)al, (C)ar, and (C)raŋ patterns. There is minimal overlap in phonological structure or recurring consonant/vowel skeletons between the two bags beyond very generic short word structures. No recurrent segmental pattern is widely shared.",15,80,26,pathorroad
070,vomit,1,none noted,"Forms in bag_a are dominated by shapes like C(V)Vk and CVC (e.g., juək, ʔuak, lök, jok, ra:k), often with final velar stops and front vowels. Bag_b displays far greater phonological diversity, has many multisyllabic and nasal-initial or m-initial forms, and does not show recurring segmental patterns that are widespread in both sets. There are no widespread promising matches in consonant or vowel skeletons across both bags.",36,80,26,rotten
071,left,2,"Some possible shared shapes in final -ai or -a:i, scattered sV, sa-, and pa- elements, but these are limited and not wide-spread across both sets.","While both bags show a few forms with similar CV patterns (e.g., pa-, sa-, -ai), these are either very short forms or are in longer compounds where the overlap may be accidental. Bag A's strong cluster of s(a/i/u/o)ːi and paːi/pa:i forms have only rare partial echoes (e.g., saka, sakà, saqa) in Bag B, but without recurrent shape matches across the whole bags. Most items appear quite distinct in segmental shape, giving only weak support for hypothetical cognacy.",33,80,26,climb
072,wet,2,"Some 'jak', 'yak', 'jaʔ', 'aku', 'ako' patterns in both bags; otherwise, most items diverge in structure.","A limited set of forms in both bags show similar structures such as CVk or CVku, for example 'jak', 'yak', 'aku', and 'ako', which could hint at some shared ancestry or parallel development. However, the majority of forms in both bags display distinct phonological shapes and there are few widespread, recurring correspondences across both groups, so the evidence for broad hypothetical cognacy is weak.",33,80,26,i
073,daynotnight,2,"Some overlap with CV(C)Vn/(n/w) shapes (e.g., van, wan in bag_a; waota, man-ota, waota in bag_b); both bags have reduplicated or repeated syllable shapes and /m/-, /p/- initial forms, but explicit recurring segmental correspondences are very limited.","While both bags contain numerous CVC shapes and some syllables ending in -n or -ŋ, as well as similar-sounding items like van/wan in bag_a and some waota/ota shapes in bag_b, systematic segmental overlap and recurring shared roots are rare. Most similarities are at the broad structural level rather than in repeated, clearly corresponding forms in both bags, so only minimal hypothetical cognacy can be tentatively entertained.",39,80,26,vomit
074,right,1,none noted,"Bag A and Bag B do not show recurring or widely shared consonant-vowel skeletons. Common shapes like 'pa', 'kwa', 'ma', or 'wa' in Bag A do not systematically recur in Bag B, which instead is dominated by highly complex forms with sequences like 'pulu', 'dwa', 'rua', or 'pus' not mirrored in Bag A forms. There are no widespread or repeated segmental patterns to suggest a promising hypothetical cognacy.",20,80,26,twenty
075,sky,2,"Some isolated resemblance in forms with /pVn/, /bVn/, and CV(C) syllable structure. Occasional overlap in shapes like 'bun', 'bən', 'pan', 'man', and scattered CVCV forms, but no clear, widespread recurring structure across both sets.","Bag A contains many forms with /bən/, /pən/, /mən/, and related nasal-final or labial-initial shapes, while Bag B is dominated by CVCV structures and sibilant or aspirated sounds like 'sa', 'si', 'ta', and 'ka'. There are sporadic phonetic similarities, especially in the use of open syllables and nasals, but widespread recurring shapes are lacking, making the case for hypothetical cognacy weak on this segmental data.",37,80,26,one
076,five,1,none noted,"The forms in bag_a are primarily shaped as monosyllables or simple disyllables such as 'mei', 'mau', and 'haa', with consistent initial m- or h- onsets and open syllables. Bag_b overwhelmingly features forms with reduplicated structures such as 'supsup', 'sisep', 'səpˈsəp', and complex syllable shapes with clusters and affixes. There are no recurring, widespread phonological patterns linking both bags beyond extremely generic CV patterns.",5,80,26,suck
077,where,2,"Some overlap in CV patterns like ka/ki- and na/nau/nai-, and reduplicated or repeated elements (e.g., kawili/kaimawa, kaniggid/kan.⁵⁵, kaihi/kahi), but no clear, widespread, or consistent segmental matches across multiple forms in both bags.","While there are a few general similarities in the use of open syllables and consonant-vowel structures, and some recurring shapes (ka-/kai-, na-/nau-, -wi/wi-, ma-, etc.), there is little evidence for widespread systematic segmental similarity or regular correspondences. The matches that exist appear sporadic and could be coincidental given the phonotactic tendencies of both sets.",40,80,26,left
078,heavy,2,"Some overlapping CVN and CVC shapes, and possible similarities in forms like 'nak', 'lak', 'lan' (bag_a) and 'lakua', 'dakà', 'dako', 'lak', 'lan' (bag_b), but most correspondences are isolated and patterns are not consistently widespread.","There are a few surface-level similarities in simple CVC or CVN syllable structures, with occasional overlaps like 'nak'/'lak' (bag_a) and 'lakua', 'dako', 'dakà', 'lak' (bag_b), and 'lan' in both. However, these are brief and do not represent a broad or systematic similarity across the bags; most forms are quite divergent in phonological shape.",18,80,26,big
079,cry,1,none noted,"There is little to no overlap in segmental patterns or recurring phonological skeletons across both bags. Bag A is dominated by short forms with nasal or palatal onsets and diphthongs (e.g., 'ńi:t', 'ʔȵe', 'tai'), while bag B contains mostly longer, polysyllabic forms with prominent labial, velar, and liquid consonants, often with final -w, -n, or -k. No promising recurring shape or correspondence is apparent between the two sets.",19,80,26,steal
080,sharp,1,none noted,"No clear or widespread segmental similarities are apparent between the shapes in bag_a and bag_b. While both sets display a variety of forms, there are no recurring consonant-vowel skeletons, initial-final patterns, or segmental clusters that appear with regularity in both bags. Apparent overlaps like 'ta', 'ka', or 'ma' sequences occur sporadically and are not sufficient or systematic for hypothesizing cognacy on the basis of shape alone.",36,80,26,open
081,near,1,none noted,"The forms in bag_a are highly dominated by short and simple CV(V) or CjV forms, especially frequent are clusters like kj-, kh-, c-, and sequences ending in -ai, -ə, -ɨ, or -ɯ. In contrast, bag_b is dominated by longer forms, frequent nasals, reduplicated segments, and more complex, polysyllabic structures, with little overt shape overlap. No widespread or recurring phonological skeletons across both bags are apparent; any similarities seem coincidental.",34,80,26,how
082,they,2,"Some superficial overlap in syllable structure (e.g., CVC, CVN, disyllabic forms), loose similarities in forms with /m/, /n/, /p/, /k/, /ŋ/ clusters, and some isolated coincident shapes like 'man', 'mo', 'po', 'cum/som', 'bilang', but no robust or clearly recurring segmental skeletons across both sets.","Though both bags show a range of morphologically complex forms and some syllable structure similarities, there are no widespread, recurring phonological patterns or roots that appear across both sets. Most similar forms (e.g., use of syllables with 'm', 'n', 'p', 'k', or forms like 'mo', 'som', 'man') are sporadic and not systematic, resulting in a low score for hypothetical cognacy.",40,80,26,count
083,year,1,none noted,"Bag A shows strong recurrent forms with initial p-/mb-, high front vowels (i/ei), and simple syllable structures, with some nasal-initial or nasal-final items. In contrast, Bag B has overwhelming recurrence of forms in the shape ma-ta, ma-sa, or similar, with various vowels and codas, and a complete lack of the widespread p-/mb-/pi/pei structures found in Bag A. There are no repeated segmental patterns that recur across both bags, so hypothetical cognacy is not supported here.",22,80,26,eye
084,you,2,"Very limited resemblance: some vague similarity between s/šau, sau, sou in bag_a and sa, so in bag_b, but lacks consistent and recurrent segmental correspondences across items. Bag_b frequently shows pil-, mil-, fili-, pili- clusters, but these have no clear regular counterpart in bag_a. Both bags show a handful of CVVC/VV syllables and medial liquids, but these are not specific or recurring enough to suggest hypothetical cognacy.","Overall, the segmental skeletons and recurring patterns in each bag are quite distinct, with bag_a centering on s/šau/sou and bag_b favoring pil-/mil-/fili- forms. No robust regular sound correspondences or widespread recurring shapes tie the two groups together. Thus, the evidence for hypothetical cognacy based strictly on shape is weak.",39,80,26,choose
085,grass,1,none noted,"There are no clear recurring segmental patterns or similar skeletons widespread in both bags. While a few syllables like 'ka', 'na', 'ja', 'ŋ', or 'm' occur, these are common syllables and do not show any convincing pattern or widespread correspondences on shape. The overall forms in each bag look typologically distinct from each other.",28,80,26,stab
086,flower,1,none noted,"The two bags display mostly distinct phonological structures, with little to no overlap in consonant/vowel skeletons or segmental patterns. No shapes are notably widespread or recurrent in both sets; any superficial similarities are isolated and unconvincing.",21,80,26,all
087,short,1,none noted,"There are no clear recurring segmental patterns, consonant-vowel skeletons, or plausibly corresponding forms that appear across multiple items in both sets. Bag_a shows numerous monosyllables and forms like tVn, sVn, dVn, but bag_b is dominated by longer, often polysyllabic shapes lacking resemblance to bag_a’s structure. The overall phonological inventories and typical word shapes diverge strongly.",30,80,26,warm
088,salt,2,"Some shared initial k-/ku-, ka-, and final -u, -au syllables; also some overlapping medial liquids and nasals, but overall shapes are diverse.","Both bags show a moderate recurrence of initial k(ʔ)/ku/ka- and some -u/-au and -aw endings, with sporadic medial liquids and nasals. However, the structural variety is substantial, and there are only loose superficial resemblances rather than systematic shared patterns that recur widely within both bags.",29,80,26,rat
089,seven,2,"Some overlap in initial s-/ɕ-/ś- with high front vowels (sia, ɕit, sɐt, śit, sia, siya), but correspondences are inconsistent and core shapes diverge beyond this.","There are superficially similar items in both bags involving initial s/ɕ/ś- and front vowel nuclei (e.g., sia, siya in bag_b; ɕit, śit, sɐt in bag_a). However, full forms mostly do not match well segmentally, and the correspondence pattern is neither consistent nor widespread beyond the sV(C) templates, often with different codas or extra syllable material. The similarity is marginal and seen in many unrelated forms cross-linguistically.",28,80,26,heorshe
090,six,1,none noted,"The forms in bag_a show a strong pattern of monosyllabic structures, especially with CODA -k (e.g., lɔk, hok, jɔk, hɔk), and mainly (C)V(C) shapes. In contrast, bag_b is dominated by polysyllabic forms of varied structure, with little recurrence of -k or similar CVk patterns. There are no recurring segmental skeletons or correspondences across the two bags, and no compelling matches even at the surface level.",21,80,26,worm
091,ten,1,none noted,"Bag A strongly features forms with -ip/-ep/-ɨp/-up/-ap/-op codas and initial s/ɕ/θ series, while Bag B is dominated by initial t- plus liquids or rounded vowels (tVlu/tolo/tolu). There are no recurring similar segmental skeletons or consonant/vowel patterns that suggest hypothetical cognacy.",23,80,26,three
092,eight,1,none noted,"Bag A is dominated by short, tightly clustered forms with an initial p/b and a (C)V(V)T structure, especially forms like 'pa:t', 'pet', 'pɛ:t', etc. Bag B shows highly diverse, often longer and more complex forms with few, if any, recurring pVt or similar shapes. There are no notable shared segmental skeletons recurring in both sets.",21,80,26,intestines
093,nine,1,none noted,"The forms in bag_a are overwhelmingly C(V)u/u~au/k~c-initial monosyllables, with many showing k/c/s plus a rounded vowel and occasional w/j glide, with a few outliers. Bag_b contains a wide array of longer, often polysyllabic or compound forms, with no recurring monosyllabic shape or consistent CVC(C)u pattern. No plausible widespread shared patterns or correspondences are visible on raw segmental shape.",22,80,26,narrow
094,narrow,1,none noted,"Bag A forms are dominated by monosyllabic structures, frequently ending in -p or -m, with clear consistency in CVC shapes (e.g., 'kap', 'kɛp', 'hap', 'je:p', 'cɔm'). Conversely, Bag B overwhelmingly features multisyllabic or complex forms, often with CV, CVCV, or longer patterns, and little to no consistency with Bag A's recurring -p~b or vowel frameworks. There are no widespread or systematic segmental similarities across both sets.",30,80,26,smellperceive
095,snake,2,"Some overlap in CV(N) and nasal-final or nasal-initial forms (ŋu, ŋa, na), but no clear recurring shapes across bags; sporadic resemblance in forms like 'ŋu', 'ŋou', 'ŋa' (bag_a) and 'buŋ', 'soŋoŋo', 'xəŋə', 'laɬəŋə' (bag_b).","While both bags display several forms with nasal sounds (especially ŋ, n) and syllables like 'ŋu' or 'ŋa', these are common cross-linguistically and do not constitute strong evidence for hypothetical cognacy. There are few, if any, recurring phonological templates beyond this sporadic overlap.",16,80,26,leaf
096,forest,1,none noted,"There is no compelling evidence of recurring consonant-vowel skeletons or robust, repeated segmental correspondences across both bags. The syllable structures and phonological patterns present in bag_a and bag_b are highly divergent, and no widespread similar forms are apparent in both sets.",30,80,26,thousand
097,wife,1,none noted,"The forms in bag_a are dominated by monosyllables and compounds with high frequency of m-, n-, l-, and j-/y-initial syllables (mai, mia, ni, lia, etc.), whereas bag_b contains mostly polysyllabic forms with complex onsets and codas as well as a wider range of clusters. No recurring root shapes or clear correspondences appear widespread across both bags; any similarities (e.g., 'la', 'ma', 'pa') are too generic and isolated for proposing hypothetical cognacy on shape.",34,80,26,skin
098,husband,2,"Some ‘la:ki / laki / lak / la:k’ forms recur in bag_b, with a few possible echoes in bag_a (e.g., ‘lak’, ‘la:u’), and both bags have items with ‘man’, ‘mua’, ‘ma’ sequences. Bag_a shows repeated ‘ai’, ‘kwaːn’, and ‘pho/pou’ clusters; bag_b has repeated ‘lay’, ‘man’, ‘ma’, ‘kama-’, and ‘lala’. However, most recurrent shapes do not overlap clearly between the bags.","Both bags display recurring CVCV(C), -aki, and -an endings, but widespread parallel patterns are lacking. The ‘lak/laki’ and ‘man/muan/ma’ elements are present in both sets, but these are relatively generic phonological shapes, and many frequent shapes in one bag (e.g., ‘ai’, ‘kwaːn’ in bag_a; ‘lala’, ‘lay’ in bag_b) do not appear in the other. There are only minor resemblances and not enough systematic shared shapes to suggest a high likelihood of cognacy on phonological form alone.",34,80,26,maleperson
099,intestines,4,"Recurrent CVV and CVCV structures with widespread 'sai/saj', 'tai/thai', 'mai/mat/mati/macai' and 'pat/pat' shapes across both sets; especially notable is the large number of 'mat-/mac-/maci-' and 'sa(i/j)' forms occurring frequently in both bags.","Both bags show multiple items with highly similar segmental shapes, such as 'sai/saj', 'tai/thai', and particularly 'mat-/mac-/maci-', often as CVV or CVCV forms, distributed widely across the lists. The recurring use and diversity of these shapes in both bags suggest a strong potential for hypothetical cognacy based on form alone. There is notable variation but enough overlap to merit a high score.",29,80,26,bedeadordie
100,steal,2,"Some -lak/-lak, -k, and l- initial forms in bag_a; bag_b shows some lVb/lab, la-, and CVN patterns, but no strong, recurring shape-matches across both bags.","Bag_a displays several forms with medial/final -ak/-ak/-k or -lak, as well as lja-/kja- clusters, whereas bag_b includes some lVb/lab/labe and la- initial forms. However, recurring segmental patterns are not sufficiently similar across both sets, and correspondences are limited to possible superficial similarities like lVb or lak~lab, which are not widespread or systematic in both bags.",24,80,26,night
101,shoulder,2,"Some recurrence of open syllables with nasals (e.g., ma, na), VC syllables (ba, pa), CVN shapes, and forms with initial ʔ-, but no clear, widespread segmental or syllabic matches across bags.","While both bags feature frequent use of open syllables and some similar syllable shapes (such as ma, ba, na, pa, and recurrence of nasals and initial glottals), these are highly basic patterns commonly found in many unrelated languages. There is no strong evidence of systematic, recurring shared segmental patterns across multiple forms in both bags to suggest a promising case for cognacy based on shape alone.",23,80,26,what
102,buy,1,none noted,"Bag A features a high proportion of CV(V) and CVCV monosyllabic and disyllabic forms, with many sequences built around s-, tɕ-, ts-, and -ai/-əi/-ɨi/-əu nuclei, often with single or palatalized consonants. Bag B forms are overwhelmingly longer, including many CVCVC or CVCVCV sequences with multiple clusters (e.g., makidəmə́l, ambiaŋani), as well as diverse onsets and codas. There are no recurring segmental patterns that appear in both bags with plausible shape similarity.",25,80,26,thick
103,open,2,"Some recurrence of -ai/-aiŋ/-ai- and maN/mana-/mai- shapes in both sets, but patterns are weak and widespread segment patterns are not uniquely matched.","Bag A is dominated by C(ai) and C(V)i type forms (e.g., hai, khai, ngai, ho:i, etc.), and a handful of ma- or pVt forms. Bag B is much more heterogeneous but does have several items with -ai, -mai, mana-, sima-, and similar open syllables. However, segmental similarity is limited: the most promising overlaps (ai, mai, mana, ma-) are short and expected cross-linguistically, and consistent shared skeletons or correspondences are not present in both bags at a meaningful frequency.",31,80,26,fatorganicsubstance
104,fog,2,"Some overlap in CVC or CVCV forms with labial-initial (m-, b-, p-) and final -k or -t patterns, but no widespread recurring shapes in both bags.","Bag_a displays significant recurrence of forms with initial 'm-' or 'l-' and final '-k' or '-n', often as 'mVk' or 'lVp' structures (e.g., 'mok', 'moːk', 'mɔk', 'lap'). Bag_b frequently features forms like 'batu', 'pat', and 'fatu' (mainly CVCV with labial-initials and final vowel). While both sets favor CVC or CVCV shapes and sometimes share initial labials (m-/b-/p-), there are no specific shapes recurring extensively in both bags to suggest strong shape-based cognacy.",31,80,26,stone
105,choose,2,"sVn/sVm, sVw, si(a/o/u), laVk shapes are present but only sporadically across both bags; no robustly recurring segmental skeletons in common.","While both bags contain some items with initial s- or l-, medial -i-, and syllabic patterns like CVC, CVN, or diphthongs, the overwhelming majority of forms do not match in segmental skeletons. Shared patterns like 'sia', 'siw', or 'siam' in bag_b overlap marginally with forms like 'siːn', 'sweːn' in bag_a, but the overall evidence for widespread promising regular correspondences is weak.",34,80,26,nine
106,hundred,1,none noted,"Bag A has a recurring CV:k (e.g., pa:k, pe:k, pɛ:k) and CVC with k, whereas Bag B overwhelmingly features a 'lim' or 'rim' shape (e.g., lima, lim, rima), often with -ma or -m. There is no notable overlap or recurring segmental patterns across both bags to support hypothetical cognacy based solely on shape.",22,80,26,five
107,mother,2,"Some repeated open syllable shapes with /m/, /n/, and /a/e vowels in both bags, e.g., me~, ma~, na~, mi~, but these are common syllable types. Clusters like me/mi/mɛ in bag_a and (ma)mu, mə, məj in bag_b are superficially similar, but not recurrent strongly in both. Emphatic repetition of CV forms in both, but little else.","Both bags include many 2-3 syllable CV(V) and nasal-initial forms (me/mea/mɛ vs. ma/mu/mi etc.), which is very common cross-linguistically. While there are a few matches in overall shape and open syllable structure, there is little evidence of a recurrent, unusual segmental skeleton linking the bags beyond chance-level similarity.",16,80,26,blood
108,father,2,"Some occurrence of CV or CVCV shapes with 'p', 't', and 'l' present in both sets, but matches are non-systematic and largely superficial.","While both bags have many bisyllabic forms and some shared phonemes ('p', 't', 'l', 'a', 'o'), there is no clear pattern of shared roots or recurring consonant/vowel skeletons across multiple items in both. Similar shapes such as 'pa', 'ta', 'la', and 'po' are not part of consistent, widespread correspondences, so only very weak hypothetical cognacy can be suggested based on shape alone.",16,80,26,rope
109,sew,1,none noted,"There is no clear recurring segmental pattern across both bags. Bag A is dominated by short forms with medial or final 'ip', 'ep', 'ap', and initial nasals or palatals, while bag B contains many longer forms with clusters like 'maŋuy/maŋoy', 'langoy', 'ŋuy', and repeated 'la~ma~ŋ~uy' elements. No sets of shapes consistently match, and no systematic correspondences are evident on shape alone.",28,80,26,swim
110,climb,2,"Occasional similar segments (e.g., CV(n), pa, ka, wa, ma, la) occur in both bags, as well as liquid-final syllables (-n/-t/-s), but there is no widespread, systematic resemblance in word-form structure or recurring segmental templates.","Though both bags contain several CVCV, CVC, and CVn/t/s shapes and isolated matching syllables (e.g., pa, ka, wa, ma, la), these are common cross-linguistically and appear without a consistent pattern of segmental alignment. There are no clear, recurring shared skeletons distinctive enough to suggest promising hypothetical cognacy.",33,80,26,root
111,hear,3,"Widespread 'pa(k)', 'pak', 'pal', 'ban', 'pan', and 'lai' shapes appear in both bags, as do forms with medial/initial plosives and recurring syllable structures (CVC, CVCV, etc.).","Both bags exhibit a notable recurrence of shapes like 'pak', 'pal', 'pan', and 'ban', which appear in multiple items across both sets in similar segmental templates (e.g., 'pak45' vs. 'pakayau', 'paakə', 'ampak', 'papák'), and 'lai'/leɯ/leɨ' types. Some items also show potential phonological or consonantal similarities (e.g., initial plosives, open/stopped finals). However, numerous forms diverge considerably in structure and phonotactics, and some shared sequences may result from chance due to their simplicity. Recurring CVC and CVCV forms with similar plosives and nasals are promising, but overall the evidence is moderate rather than strong.",40,80,26,wing
